167.758	98.705
19.8977	103.71
313.309	196.55
366.324	288.53
3.86992	5.6327
24.1888	23.597
368.979	315.08
189.758	250.55
24.9152	90.186
167.149	226.69
126.357	127.98
83.1632	257.04
65.8442	56.787
120.41	96.918
707.994	367.32
11.9919	59.283
45.4055	85.272
3.21554	6.3919
50.5006	64.903
46.9215	28.385
497.711	222.55
54.2882	46.151
104.232	109.24
11.4046	5.9725
123.176	82.359
40.9362	55.913
100.307	66.253
48.1455	13.817
209.286	99.33
41.8865	48.256
24.9767	19.705
17.0329	24.746
32.4907	51.845
321.448	144.2
31.9578	55.171
2.71529	2.5182
26.17	20.41
103.28	186.64
4.724	4.0183
227.375	45.477
198.168	395.91
146.472	84.036
715.562	520.99
253.79	499.15
2.60697	9.1222
49.2355	32.608
1.70098	3.3618
23.8072	24.488
26.0362	51.076
40.3299	51.759
120.362	294.19
37.7939	89.219
152.839	108.8
122.385	73.795
346.717	131.8
56.2926	87.838
7.54861	3.0014
42.1949	62.302
378.942	343.37
38.2083	15.543
63.8997	73.009
82.3551	79.471
83.1252	81.305
5.60377	17.197
70.151	27.099
395.541	407.65
125.604	55.828
1082.65	414.34
373.87	223.06
26.3585	49.246
61.132	53.461
270.923	326.26
69.7876	27.662
131.591	67.751
89.6883	50.901
144.875	255.07
13.2427	40.337
107.514	212.16
332.458	136.58
65.3381	53.6
122.617	407.62
25.3354	94.022
238.27	134.02
69.0587	134.4
97.5855	116.04
0.107113	0.23053
38.148	50.792
9.63757	22.645
50.6186	71.034
125.068	91.545
72.0251	42.548
17.6796	22.511
1.07473	0.98702
9.47344	17.063
24.2965	157.56
45.7645	61.04
30.6397	30.77
8.39326	11.968
13.9518	21.033
167.595	166.32
194.967	161.82
480.7	457.03
35.9974	76.243
8.77986	16.425
69.9391	105.29
824.214	297.34
2.24031	3.7242
63.94	100.5
35.1943	43.406
294.408	103.25
1010.15	522.91
23.001	14.032
103.686	49.944
53.4937	53.514
91.9843	120.4
7.86316	24.097
14.9859	42.012
101.556	62.119
30.5803	54.381
237.15	105.71
87.6136	141.25
42.8135	55.997
73.5873	128.33
15.6523	12.406
113.699	150.51
287.753	168
15.7712	18.782
29.5853	25.977
361.969	269.38
194.93	100.06
31.7092	37.707
132.487	215.44
67.4299	51.816
56.8127	64.556
32.5146	24.811
404.432	407.64
437.21	128.49
452.825	278.45
130.389	105.38
133.719	123.65
30.9558	37.946
34.3339	18.74
87.9192	52.028
16.3583	45.302
13.7533	36.918
48.4038	30.852
160.994	65.15
91.9402	247.5
13.1713	8.0054
42.045	45.976
153.4	138.23
59.5586	39.815
163.059	186.63
80.4094	40.807
11.3215	7.5596
48.8089	30.012
139.017	60.195
160.472	143.08
11.4335	17.739
17.7794	22.881
47.6053	73.391
33.5219	13.312
43.3855	93.934
10.6828	8.8794
27.0389	35.162
10.9099	3.9257
68.2613	66.939
1224.04	272.61
404.817	467.39
176.22	311.44
265.641	322.14
22.3397	83.704
82.8534	85.218
3.46069	6.6828
19.946	20.989
0.612665	0.49379
88.5963	52.09
12.6982	21.444
10.4221	28.188
4.30455	23.739
16.66	12.579
4.99092	3.1535
174.978	455.65
729.2	190.46
91.4219	214.33
227.352	106.5
19.7956	13.138
109.617	198.84
85.8192	176.73
209.98	161.74
25.0928	17.375
6.26285	12.763
16.1753	65.289
41.1829	30.087
57.2305	49.911
210.497	318.71
353.894	249.38
4.52496	7.7987
160.456	106.16
245.804	89.835
157.302	103.9
63.9687	30.248
705.449	319.1
25.2637	31.352
218.972	288.09
83.941	168.53
56.4736	113.28
62.6773	153.55
30.8768	22.217
7.48011	16.119
37.2589	30.009
26.2904	33.755
29.8727	17.498
58.4225	119.07
419.169	559.72
87.7591	43.459
189.146	102.44
2.30621	5.8671
99.4954	82.803
71.2114	53.397
356.601	421.94
18.6008	39.019
52.5569	48.238
8.67677	5.5825
8.87319	6.3898
90.8788	165.82
87.9379	70.9
79.2026	88.414
14.497	15.409
202.985	270.33
148.057	142.19
426.84	355.65
237.403	124.87
55.4119	30.341
432.328	165.43
71.133	43.452
1024.46	318.29
38.7575	48.639
162.248	152.49
6.76458	3.4775
74.3553	244.88
27.5939	25.662
187.581	267.71
223.039	414.16
43.1674	141.85
24.1419	17.772
392.169	227.64
218.984	108.85
126.15	72.302
9.02282	8.4731
18.5785	22.116
228.135	201.12
67.9462	36.286
54.1006	66.354
17.4299	23.058
391.068	250.82
211.649	131.98
108.273	298.97
36.8814	21.584
88.3583	282.02
1.5298	2.0159
349.722	288.9
83.9128	65.939
289.39	220.91
393.996	209.85
38.7586	15.924
152.968	222.65
190.716	168.44
4.494	29.165
13.5953	45.209
387.326	339.53
21.5781	24.578
132.759	113.06
18.185	14.943
285.622	144.44
83.1804	66.008
319.247	145.27
270.271	183.97
92.8887	72.718
15.319	15.467
372.568	236.7
12.6029	11.184
53.2736	26.753
208.241	186.38
91.7579	38.784
16.0113	6.5846
48.9846	74.168
7.20177	6.3957
6.62245	7.2776
78.8248	92.035
161.668	249.7
42.3742	171.89
95.8283	34.609
61.397	32.392
30.4045	21.559
539.943	192.87
8.54948	44.643
0.859487	1.4063
81.9593	83.439
80.1439	80.38
858.225	425.14
115.054	141.59
37.4479	58.838
23.8714	29.486
50.2071	57.823
21.7239	47.291
222.556	152.66
199.373	100.79
677.524	372.85
47.4871	43.037
40.0881	37.031
21.9258	35.377
21.5439	46.551
1.8888	2.8602
19.2274	24.644
341.94	121.97
9.38715	5.3031
114.479	105.98
52.3194	47.324
42.6518	43.588
5.47776	3.7994
17.6781	65.392
21.8323	52.024
113.846	132.03
144.472	215.17
125.283	141.6
59.061	26.979
698.053	551.69
41.9988	89.001
223.377	130.4
82.2227	34.118
49.168	71.91
32.0308	104.96
8.35004	10.99
52.721	69.613
299.934	140.46
202.313	155.48
132.98	92.87
14.1453	85.632
188.351	233.56
