,mass,charge,p,pdgId,status,pt,eta,phi,beta,gamma,event,run,luminosityBlock,foundTrack,trackCharge,trackPt,trackPhi,trackEta,validHits,missingInnerHits,trackHits,missingOuterHits,validLayers,hpmissingOuterHits
3885,700.048,1,2022.59,1000024,62,402.685,2.2970599999999997,-1.11253,0.944997,3.0573799999999998,2899,1,1,1,-1,27.2932,-1.11624,2.2974099999999997,5,1,0,2,4,9
3886,700.048,1,643.049,1000024,62,225.93200000000002,1.7067400000000001,-1.7743,0.6764899999999999,1.35786,2894,1,1,1,1,419.064,-1.77469,1.7065599999999999,9,1,0,2,7,10
3887,700.048,-1,611.1669999999999,-1000024,62,207.546,1.743,1.1723,0.657667,1.32748,2894,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3888,700.048,1,1028.2,1000024,62,936.34,-0.43941499999999994,2.70133,0.826601,1.7768700000000002,2895,1,1,1,1,929.23,2.70133,-0.439371,15,1,0,2,11,3
3889,700.048,-1,934.423,-1000024,62,934.294,0.0166162,-0.476975,0.800316,1.6678400000000002,2895,1,1,1,-1,1056.31,-0.476911,0.0164632,18,1,0,2,14,0
3890,700.048,-1,1604.93,-1000024,62,792.6419999999999,-1.33115,0.15370799999999998,0.9165989999999999,2.5012,2896,1,1,1,1,353907.0,0.15396300000000002,-1.3310799999999998,8,1,0,2,6,8
3891,700.048,1,397.219,1000024,62,80.3862,2.28039,-2.9719900000000004,0.493507,1.1497700000000002,2892,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3892,700.048,1,671.671,1000024,62,648.5419999999999,0.266283,0.255683,0.692331,1.38585,2893,1,1,1,1,719.198,0.255614,0.266471,15,1,0,2,11,3
3893,700.048,-1,695.972,-1000024,62,686.648,0.164609,-2.8035200000000002,0.7050390000000001,1.4101,2893,1,1,1,-1,783.7260000000001,-2.80344,0.16456600000000002,21,1,0,2,14,0
3894,700.048,1,368.249,1000024,62,273.411,0.810541,-3.06827,0.46555100000000005,1.12992,2904,1,1,1,-1,461.00199999999995,-3.0684400000000003,0.8103779999999999,3,1,0,2,3,6
3895,700.048,1,1208.48,1000024,62,275.17400000000004,-2.15964,2.8576900000000003,0.865302,1.99501,2903,1,1,1,1,256.541,2.8578200000000002,-2.15932,8,1,0,2,5,9
3896,700.048,-1,403.441,-1000024,62,184.385,-1.41929,-0.427054,0.499321,1.15418,2903,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3897,700.048,-1,1472.75,-1000024,62,133.345,-3.0930400000000002,0.5972310000000001,0.9031600000000001,2.32935,2901,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3898,700.048,1,863.668,1000024,62,272.876,1.8193700000000002,-2.70044,0.776854,1.5881100000000001,2898,1,1,1,1,254.78099999999998,-2.7004,1.8194299999999999,14,1,0,2,9,7
3899,700.048,1,1276.51,1000024,62,425.656,-1.76237,-2.00652,0.876805,2.07967,2900,1,1,1,1,464.767,-2.00672,-1.7623900000000001,22,1,0,2,15,1
3900,700.048,1,461.491,1000024,62,441.343,-0.30102199999999996,-0.046226199999999995,0.550393,1.19774,2897,1,1,1,1,401.80199999999996,-0.0460278,-0.301259,6,1,0,2,5,9
3901,700.048,1,870.5980000000001,1000024,62,437.69800000000004,-1.31061,1.6173799999999998,0.779308,1.59581,2907,1,1,1,1,413.723,1.61733,-1.31061,17,1,0,2,11,2
3902,700.048,-1,574.121,-1000024,62,436.194,-0.775652,-1.5528,0.634133,1.29329,2907,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3903,700.048,1,674.6289999999999,1000024,62,150.78799999999998,2.1787099999999997,-0.224332,0.693913,1.38878,2909,1,1,1,1,141.41,-0.22425799999999999,2.1787900000000002,25,1,0,2,14,0
3904,700.048,-1,1022.15,-1000024,62,234.485,2.15199,-3.02746,0.82505,1.76973,2909,1,1,1,-1,195.416,-3.02763,2.15192,10,1,0,2,6,8
3905,700.048,1,433.38199999999995,1000024,62,86.1622,2.2985,-1.08059,0.5263720000000001,1.17612,2906,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3906,700.048,1,1252.61,1000024,62,416.264,1.7659799999999999,0.6125189999999999,0.872926,2.0498,2902,1,1,1,1,397.38699999999994,0.612649,1.76587,22,1,0,2,17,0
3907,700.048,-1,329.009,-1000024,62,256.987,0.732206,-1.9991700000000001,0.42534700000000003,1.10494,2902,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3908,700.048,1,438.98,1000024,62,330.039,-0.791674,-1.8256299999999999,0.5312600000000001,1.18035,2911,1,1,1,1,154.137,-1.82529,-0.791896,4,1,0,2,4,9
3909,700.048,-1,870.21,-1000024,62,335.345,-1.60734,1.52891,0.779172,1.59538,2911,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3910,700.048,1,1500.36,1000024,62,1394.74,-0.386758,0.34778400000000004,0.9062110000000001,2.36504,2908,1,1,1,1,932.9630000000001,0.347752,-0.386812,7,1,0,2,5,8
3911,700.048,1,613.071,1000024,62,611.023,-0.0818467,0.598967,0.658827,1.3292700000000002,2905,1,1,1,1,391.9,0.599125,-0.082451,7,1,0,2,8,6
3912,700.048,-1,1448.45,-1000024,62,247.12,2.45417,1.60076,0.900358,2.29806,2910,1,1,1,-1,178.41400000000002,1.60047,2.45375,7,1,0,2,6,2
3913,700.048,1,1308.65,1000024,62,219.99900000000002,-2.4691400000000003,-0.351584,0.8817649999999999,2.12004,2915,1,1,1,-1,61.0307,-0.352446,-2.46936,5,1,0,2,4,5
3914,700.048,1,828.3910000000001,1000024,62,394.102,-1.3739299999999999,1.25437,0.763795,1.54928,2912,1,1,1,1,286.065,1.25435,-1.37458,6,1,0,2,5,7
3915,700.048,1,451.86699999999996,1000024,62,111.84899999999999,2.0737099999999997,1.5750899999999999,0.542316,1.19023,2917,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3916,700.048,1,1182.92,1000024,62,474.65,-1.56339,-2.11744,0.860592,1.9635,2916,1,1,1,1,439.292,-2.11749,-1.56328,11,1,0,2,7,8
3917,700.048,1,421.102,1000024,62,367.07599999999996,0.5361020000000001,-1.9925,0.515461,1.16698,2914,1,1,1,1,351.593,-1.99243,0.535968,23,1,0,2,14,0
3918,700.048,1,526.253,1000024,62,462.029,-0.5213409999999999,-0.42534799999999995,0.600889,1.25104,2913,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3919,700.048,-1,749.039,-1000024,62,416.68,-1.19133,-1.9799799999999999,0.730596,1.46454,2919,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3920,700.048,1,849.887,1000024,62,218.125,-2.03629,-0.232442,0.771868,1.5728600000000001,2927,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3921,700.048,-1,501.55,-1000024,62,358.39599999999996,0.866434,-0.994352,0.582403,1.2301600000000001,2920,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3922,700.048,-1,802.337,-1000024,62,319.566,-1.57146,0.623881,0.753505,1.52105,2918,1,1,1,-1,268.992,0.623801,-1.5715299999999999,10,1,0,2,6,9
3923,700.048,-1,760.578,-1000024,62,373.70300000000003,1.33707,-0.733071,0.735779,1.47662,2921,1,1,1,-1,387.67199999999997,-0.732966,1.3372899999999999,12,1,0,2,10,2
3924,700.048,-1,752.659,-1000024,62,405.385,1.22993,0.607952,0.7322350000000001,1.46832,2925,1,1,1,-1,362.49300000000005,0.607927,1.22976,14,1,0,2,10,3
3925,700.048,1,1103.79,1000024,62,964.544,0.531068,0.576976,0.8444790000000001,1.8671099999999998,2924,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3926,700.048,1,2781.43,1000024,62,250.99099999999999,3.0964099999999997,-1.14385,0.969757,4.09711,2922,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3927,700.048,1,374.769,1000024,62,347.63300000000004,-0.392592,-3.13551,0.47197100000000003,1.13428,2928,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3928,700.048,-1,2302.48,-1000024,62,349.22900000000004,-2.5733599999999996,0.027760400000000005,0.9567559999999999,3.4376900000000004,2928,1,1,1,-1,265.502,0.027908099999999995,-2.57305,6,1,0,2,5,0
3929,700.048,1,1460.77,1000024,62,1459.58,-0.040378,1.4798799999999999,0.9017930000000001,2.31391,2926,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3930,700.048,-1,1516.14,-1000024,62,1515.8,0.0210255,-1.64765,0.9078930000000001,2.38548,2926,1,1,1,-1,714.84,-1.6478599999999999,0.0207489,10,1,0,2,8,6
3931,700.048,-1,590.597,-1000024,62,382.99699999999996,0.9991129999999999,1.9603,0.644827,1.30834,2923,1,1,1,-1,533.224,1.9605599999999999,0.999082,7,1,0,2,6,5
3932,700.048,-1,1157.05,-1000024,62,637.8330000000001,-1.20224,2.2672,0.85559,1.9317900000000001,2930,1,1,1,-1,724.435,2.2671900000000003,-1.20222,18,1,0,2,12,0
3933,700.048,1,1333.33,1000024,62,341.148,2.0394799999999997,-1.0653700000000002,0.8853840000000001,2.15119,2932,1,1,1,1,278.029,-1.06523,2.03958,20,1,0,2,13,3
3934,700.048,1,1545.21,1000024,62,1311.23,0.588859,-1.95891,0.9108809999999999,2.42325,2929,1,1,1,1,944.446,-1.9588400000000001,0.588869,12,1,0,2,9,5
3935,700.048,1,2350.65,1000024,62,433.208,2.37578,0.0890604,0.9584020000000001,3.50359,2933,1,1,1,1,1046.85,0.0886861,2.37652,16,1,0,2,11,0
3936,700.048,1,1574.96,1000024,62,116.206,3.2984,-1.8419299999999998,0.913797,2.46202,2936,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3937,700.048,-1,1546.5,-1000024,62,579.655,-1.63733,1.4014799999999998,0.911011,2.42493,2934,1,1,1,-1,247.63400000000001,1.4009200000000002,-1.6374600000000001,7,1,0,2,5,11
3938,700.048,-1,1107.36,-1000024,62,895.112,-0.675717,-2.12256,0.84526,1.87142,2937,1,1,1,-1,770.327,-2.1226700000000003,-0.675583,15,1,0,2,12,0
3939,700.048,1,473.716,1000024,62,361.543,0.76867,-3.12147,0.560435,1.20744,2931,1,1,1,1,159.819,-3.1209,0.768672,6,1,0,2,4,9
3940,700.048,1,1116.81,1000024,62,203.37900000000002,2.3879099999999998,-1.5961299999999998,0.847302,1.88284,2935,1,1,1,-1,38.3849,-1.5989799999999998,2.38821,5,1,0,2,4,8
3941,700.048,-1,733.512,-1000024,62,86.6678,2.8254,-0.0648377,0.723416,1.44841,2935,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3942,700.048,1,1427.11,1000024,62,859.678,1.0936299999999999,1.3721,0.8978,2.27064,2939,1,1,1,1,1033.2,1.3720700000000001,1.09348,18,1,0,2,11,0
3943,700.048,-1,1082.94,-1000024,62,880.291,0.66615,-1.8695700000000002,0.8398100000000001,1.84202,2939,1,1,1,-1,190.533,-1.8698700000000001,0.665886,4,1,0,2,4,9
3944,700.048,-1,740.217,-1000024,62,487.856,-0.977726,-0.0132613,0.726546,1.45535,2940,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3945,700.048,1,1743.14,1000024,62,835.221,-1.36581,-2.76769,0.9279629999999999,2.68332,2943,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3946,700.048,-1,1239.38,-1000024,62,827.937,-0.959691,0.366555,0.870705,2.0333200000000002,2943,1,1,1,-1,994.039,0.366596,-0.9596600000000001,18,1,0,2,12,0
3947,700.048,-1,560.125,-1000024,62,281.97,-1.30911,-2.16675,0.624754,1.2807,2944,1,1,1,-1,234.61700000000002,-2.1669400000000003,-1.30923,9,1,0,2,7,5
3948,700.048,1,465.23800000000006,1000024,62,446.89099999999996,-0.285578,-2.8406599999999997,0.553497,1.20069,2938,1,1,1,1,367.92800000000005,-2.84045,-0.285827,17,1,0,2,14,0
3949,700.048,-1,1206.96,-1000024,62,493.93199999999996,-1.5418399999999999,0.319386,0.865028,1.9931299999999998,2938,1,1,1,-1,558.461,0.319449,-1.5419999999999998,14,1,0,2,10,3
3950,700.048,1,1246.33,1000024,62,138.74,2.8854,-0.248015,0.8718790000000001,2.04198,2942,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3951,700.048,-1,711.863,-1000024,62,327.329,1.41244,-2.80064,0.7129989999999999,1.4262,2942,1,1,1,-1,332.615,-2.8006,1.41259,17,1,0,2,10,3
3952,700.048,1,495.709,1000024,62,148.643,-1.87431,1.23869,0.5778949999999999,1.22532,2941,1,1,1,1,164.78099999999998,1.23845,-1.8741,14,1,0,2,10,7
3953,700.048,1,956.758,1000024,62,743.69,-0.739971,-3.1303400000000003,0.807038,1.6934799999999999,2945,1,1,1,1,727.423,-3.13035,-0.739847,19,1,0,2,14,0
3954,700.048,-1,1263.53,-1000024,62,1213.68,-0.285639,0.6147739999999999,0.874719,2.06343,2945,1,1,1,-1,1420.7,0.614791,-0.28578000000000003,17,1,0,2,13,0
3955,700.048,1,791.2739999999999,1000024,62,252.59599999999998,-1.8084900000000002,0.47361800000000004,0.748962,1.50918,2947,1,1,1,1,160.501,0.47416,-1.8084200000000001,3,1,0,2,3,9
3956,700.048,1,914.077,1000024,62,402.642,1.46054,2.46184,0.7939189999999999,1.64467,2949,1,1,1,1,430.917,2.4618700000000002,1.4605700000000001,14,1,0,2,10,5
3957,700.048,1,847.039,1000024,62,248.166,-1.89861,1.14029,0.7708189999999999,1.56972,2946,1,1,1,1,517.347,1.13995,-1.89861,9,1,0,2,6,10
3958,700.048,-1,349.64099999999996,-1000024,62,343.907,-0.182342,-1.8164799999999999,0.44682200000000005,1.11779,2946,1,1,1,-1,435.26099999999997,-1.8163099999999999,-0.182633,10,1,0,2,8,6
3959,700.048,1,942.288,1000024,62,915.453,0.24153899999999998,2.72281,0.802718,1.67684,2948,1,1,1,1,830.57,2.7229,0.241527,20,1,0,2,13,0
3960,700.048,1,667.466,1000024,62,660.61,0.143947,0.9142459999999999,0.690064,1.3817,2951,1,1,1,1,646.648,0.914257,0.14374800000000001,16,1,0,2,12,2
3961,700.048,-1,833.546,-1000024,62,661.1160000000001,0.7074010000000001,-2.41177,0.765764,1.55492,2951,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3962,700.048,1,416.154,1000024,62,94.5057,2.1623900000000003,2.09585,0.510993,1.16335,2953,1,1,1,1,73.5504,2.09634,2.16208,12,1,0,2,7,7
3963,700.048,-1,178.34,-1000024,62,99.5474,-1.18721,-1.0707200000000001,0.246869,1.0319399999999999,2953,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3964,700.048,1,814.1339999999999,1000024,62,681.758,-0.6135,2.3973299999999997,0.758235,1.53379,2950,1,1,1,1,982.503,2.3971400000000003,-0.612983,13,1,0,2,10,4
3965,700.048,-1,720.9169999999999,-1000024,62,703.324,0.22320399999999999,-0.6252989999999999,0.7174149999999999,1.43545,2950,1,1,1,-1,554.882,-0.625492,0.223367,7,1,0,2,5,9
3966,700.048,1,708.988,1000024,62,615.232,0.5452899999999999,2.84578,0.711579,1.42327,2956,1,1,1,1,904.368,2.8456099999999998,0.545361,10,1,0,2,9,5
3967,700.048,1,801.168,1000024,62,312.288,1.59494,2.99448,0.75303,1.51979,2955,1,1,1,1,311.047,2.99447,1.5948799999999999,15,1,0,2,13,3
3968,700.048,1,714.189,1000024,62,478.006,0.9571270000000001,0.482444,0.714142,1.4285700000000001,2952,1,1,1,1,450.06,0.48250600000000005,0.957305,11,1,0,2,9,4
3969,700.048,1,286.758,1000024,62,278.628,0.240994,-0.355001,0.379058,1.08065,2959,1,1,1,1,39.7788,-0.353659,0.240783,3,1,0,2,3,6
3970,700.048,1,403.24699999999996,1000024,62,312.066,-0.746955,0.478261,0.49914,1.15404,2961,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3971,700.048,1,515.763,1000024,62,425.17699999999996,0.6417039999999999,-2.10263,0.5931529999999999,1.2421,2957,1,1,1,1,118.15700000000001,-2.1017099999999997,0.641274,4,1,0,2,4,9
3972,700.048,-1,462.829,-1000024,62,462.798,-0.011547700000000001,1.0590600000000001,0.551504,1.19879,2957,1,1,1,-1,47.6451,1.05767,-0.010993600000000001,3,1,0,2,3,5
3973,700.048,1,555.341,1000024,62,340.195,1.0725,2.4503,0.6214850000000001,1.27644,2954,1,1,1,1,304.194,2.45047,1.07277,6,1,0,2,5,7
3974,700.048,-1,2135.0,-1000024,62,193.46,-3.0922400000000003,-0.776909,0.9502229999999999,3.20955,2960,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3975,700.048,1,420.73400000000004,1000024,62,219.58700000000002,1.26706,2.2414099999999997,0.51513,1.1667100000000001,2958,1,1,1,1,226.801,2.2414400000000003,1.26681,8,1,0,2,6,3
3976,700.048,-1,858.9810000000001,-1000024,62,183.571,2.2246799999999998,-0.9081520000000001,0.775174,1.58291,2958,1,1,1,-1,124.54,-0.908357,2.22455,5,1,0,2,4,9
3977,700.048,-1,169.76,-1000024,62,160.062,0.346368,-2.79572,0.23566700000000002,1.02898,2963,1,1,1,1,458.876,-2.79435,0.34642,3,1,0,2,3,8
3978,700.048,1,1022.37,1000024,62,776.9760000000001,-0.775213,2.96287,0.8251069999999999,1.7699799999999999,2962,1,1,1,1,522.629,2.96298,-0.775149,8,1,0,2,6,8
3979,700.048,1,419.86699999999996,1000024,62,250.104,1.10764,-1.2945200000000001,0.51435,1.1660700000000002,2966,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3980,700.048,-1,1927.11,-1000024,62,267.736,-2.66206,1.75931,0.9399059999999999,2.92884,2966,1,1,1,-1,58.8145,1.7587099999999998,-2.66207,5,1,0,2,4,0
3981,700.048,1,353.344,1000024,62,353.325,-0.0103061,-1.8267799999999998,0.450597,1.12016,2965,1,1,1,1,575.8919999999999,-1.82716,-0.010257899999999999,8,1,0,2,8,5
3982,700.048,1,353.788,1000024,62,333.51300000000003,0.346941,2.91847,0.45104799999999995,1.12045,2967,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3983,700.048,-1,566.059,-1000024,62,376.93199999999996,0.96399,-0.26912800000000003,0.628765,1.2860200000000002,2967,1,1,1,1,121.04700000000001,-0.268331,0.9639209999999999,3,1,0,2,3,4
3984,700.048,1,316.158,1000024,62,285.052,-0.463027,-2.48176,0.411595,1.09725,2964,1,1,1,1,312.965,-2.48184,-0.46246400000000004,9,1,0,2,7,7
3985,700.048,-1,730.97,-1000024,62,213.532,1.90168,0.20771799999999999,0.722218,1.44579,2964,1,1,1,-1,63.1165,0.20710399999999998,1.9017099999999998,3,1,0,2,3,8
3986,700.048,-1,1288.42,-1000024,62,302.105,2.12951,-1.89697,0.878676,2.0946,2968,1,1,1,-1,268.64799999999997,-1.8972,2.12949,19,1,0,2,14,0
3987,700.048,1,1743.44,1000024,62,615.322,-1.70192,0.750424,0.9279860000000001,2.6837299999999997,2969,1,1,1,1,661.73,0.750409,-1.70186,7,1,0,2,5,11
3988,700.048,-1,854.9780000000001,-1000024,62,704.8810000000001,-0.641536,-2.31218,0.773727,1.5784799999999999,2969,1,1,1,-1,866.0089999999999,-2.3121099999999997,-0.641592,19,1,0,2,12,2
3989,700.048,1,390.05,1000024,62,386.13699999999994,-0.14224900000000001,1.33305,0.486725,1.14475,2971,1,1,1,-1,60.9602,1.3314700000000002,-0.14180399999999999,3,1,0,2,3,5
3990,700.048,-1,977.7389999999999,-1000024,62,457.977,1.3915600000000001,-1.35443,0.813079,1.71776,2971,1,1,1,-1,687.9580000000001,-1.35432,1.3914600000000001,7,1,0,2,6,6
3991,700.048,1,922.61,1000024,62,268.302,-1.9064,2.35829,0.7966340000000001,1.6543700000000001,2979,1,1,1,1,106.234,2.35868,-1.90635,5,1,0,2,4,7
3992,700.048,1,856.071,1000024,62,146.086,-2.4539400000000002,-2.33497,0.774123,1.57969,2975,1,1,1,1,156.25799999999998,-2.33493,-2.45412,12,1,0,2,8,0
3993,700.048,-1,2930.19,-1000024,62,149.39700000000002,-3.66871,0.782158,0.972628,4.30349,2975,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3994,700.048,1,433.73699999999997,1000024,62,388.409,0.478541,-2.29172,0.526683,1.17639,2981,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3995,700.048,1,532.464,1000024,62,514.534,-0.263233,-1.9223,0.605391,1.25639,2973,1,1,1,1,550.484,-1.9224,-0.26304299999999997,18,1,0,2,14,0
3996,700.048,-1,1639.88,-1000024,62,496.11699999999996,1.8650099999999998,1.39435,0.9197040000000001,2.54704,2973,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
3997,700.048,1,983.88,1000024,62,983.88,0.000121808,1.35063,0.8147989999999999,1.7249,2972,1,1,1,1,15322.0,1.35051,-0.000237613,8,1,0,2,7,6
3998,700.048,1,1258.48,1000024,62,470.23199999999997,1.6406900000000002,2.6842900000000003,0.8738940000000001,2.0571200000000003,2974,1,1,1,1,514.722,2.68423,1.64054,25,1,0,2,17,0
3999,700.048,1,533.145,1000024,62,411.56,0.7509,-1.41121,0.6058819999999999,1.25698,2970,1,1,1,1,514.736,-1.41133,0.750788,8,1,0,2,6,8
4000,700.048,-1,876.7360000000001,-1000024,62,431.48900000000003,1.33517,2.41345,0.781451,1.60265,2970,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4001,700.048,1,931.7819999999999,1000024,62,365.23,1.58889,-0.08338630000000001,0.799501,1.66482,2977,1,1,1,1,429.276,-0.08339769999999999,1.58907,14,1,0,2,10,6
4002,700.048,-1,789.3380000000001,-1000024,62,258.78700000000003,1.7803099999999998,3.08423,0.748155,1.50711,2977,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4003,700.048,-1,437.30300000000005,-1000024,62,303.551,-0.907306,-1.8954400000000002,0.529801,1.17908,2982,1,1,1,-1,965.834,-1.89514,-0.9072899999999999,4,1,0,2,4,6
4004,700.048,1,1612.53,1000024,62,853.658,1.25033,2.36545,0.9172879999999999,2.51115,2976,1,1,1,1,502.244,2.36558,1.25044,6,1,0,2,5,8
4005,700.048,1,355.976,1000024,62,73.553,2.25916,2.72883,0.45326700000000003,1.12186,2980,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4006,700.048,-1,603.643,-1000024,62,168.342,1.9501,-0.8294969999999999,0.653035,1.32043,2980,1,1,1,-1,62.8816,-0.8303459999999999,1.95022,4,1,0,2,4,11
4007,700.048,1,1190.91,1000024,62,339.463,-1.9273,2.25975,0.862089,1.97333,2983,1,1,1,1,319.132,2.2597400000000003,-1.92736,24,1,0,2,17,0
4008,700.048,1,656.445,1000024,62,463.295,-0.8840620000000001,-2.97368,0.684025,1.3708799999999999,2985,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4009,700.048,-1,1085.12,-1000024,62,563.956,-1.272,0.150203,0.840307,1.84464,2985,1,1,1,-1,599.976,0.15018099999999998,-1.27201,15,1,0,2,12,0
4010,700.048,1,900.313,1000024,62,62.1167,-3.3656800000000002,-0.166132,0.789435,1.62911,2978,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4011,700.048,1,1515.64,1000024,62,491.215,-1.7925,-1.8939700000000002,0.90784,2.38483,2984,1,1,1,1,464.289,-1.8939700000000002,-1.79235,23,1,0,2,16,0
4012,700.048,1,1114.96,1000024,62,237.428,-2.22832,0.0398429,0.8469040000000001,1.8806,2987,1,1,1,1,425.106,0.0397264,-2.2281,3,1,0,2,3,10
4013,700.048,1,251.535,1000024,62,193.93099999999998,0.7528520000000001,-1.96301,0.338146,1.06259,2986,1,1,1,1,50.7272,-1.9613,0.752267,3,1,0,2,3,5
4014,700.048,1,979.062,1000024,62,227.68900000000002,2.1379599999999996,-1.11258,0.813451,1.7193,2988,1,1,1,1,226.428,-1.11263,2.13802,22,1,0,2,15,0
4015,700.048,-1,476.19599999999997,-1000024,62,422.05199999999996,-0.501268,1.59807,0.562442,1.20943,2988,1,1,1,1,876.747,1.5982,-0.501204,4,1,0,2,4,9
4016,700.048,1,915.072,1000024,62,822.676,0.469617,-2.23132,0.794238,1.6458,2990,1,1,1,1,443.07800000000003,-2.23123,0.469688,4,1,0,2,4,10
4017,700.048,1,320.111,1000024,62,288.128,-0.466926,1.1032899999999999,0.41585600000000006,1.09959,2993,1,1,1,1,306.724,1.10304,-0.46719499999999997,3,1,0,2,3,4
4018,700.048,-1,776.841,-1000024,62,246.03799999999998,-1.81682,-1.75432,0.74287,1.4938,2993,1,1,1,-1,240.62,-1.7544400000000002,-1.81687,23,1,0,2,15,1
4019,700.048,1,618.9680000000001,1000024,62,581.599,-0.35658,-2.95004,0.662391,1.33483,2989,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4020,700.048,-1,1551.94,-1000024,62,447.543,-1.91517,0.0501601,0.9115530000000001,2.43201,2989,1,1,1,-1,187.16099999999997,0.0499708,-1.91523,3,1,0,2,3,14
4021,700.048,1,903.673,1000024,62,829.092,-0.42103999999999997,-2.09111,0.790542,1.6329,2992,1,1,1,1,648.056,-2.09105,-0.42117,13,1,0,2,10,3
4022,700.048,1,496.702,1000024,62,261.938,-1.25488,-1.72595,0.578665,1.22614,2991,1,1,1,1,117.51799999999999,-1.7254200000000002,-1.25472,4,1,0,2,4,8
4023,700.048,1,935.148,1000024,62,234.06,2.06223,1.97033,0.800539,1.66867,2994,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4024,700.048,-1,379.204,-1000024,62,193.243,-1.29492,1.0780100000000001,0.47629399999999994,1.13729,2998,1,1,1,-1,133.015,1.0778299999999998,-1.29477,4,1,0,2,4,8
4025,700.048,1,1381.25,1000024,62,844.375,1.07514,2.32128,0.8919799999999999,2.21203,2995,1,1,1,1,1344.62,2.32118,1.07558,8,1,0,2,6,5
4026,700.048,1,185.98,1000024,62,160.079,0.5614560000000001,-2.2499,0.256761,1.0346899999999999,2997,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4027,700.048,1,921.087,1000024,62,92.1592,2.99267,0.44689300000000004,0.796153,1.6526299999999998,2996,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4028,700.048,1,713.438,1000024,62,392.98699999999997,-1.20315,-1.33546,0.713774,1.4278,2999,1,1,1,1,376.43699999999995,-1.33551,-1.20318,9,1,0,2,7,5
4029,700.048,1,1122.52,1000024,62,181.75599999999997,-2.50719,2.00674,0.848517,1.8897599999999999,3003,1,1,1,1,366.97900000000004,2.0064,-2.50718,12,1,0,2,7,2
4030,700.048,-1,215.475,-1000024,62,184.287,-0.573872,-1.1362299999999999,0.29418,1.0463,3003,1,1,1,-1,183.025,-1.13628,-0.573782,3,1,0,2,3,6
4031,700.048,1,916.862,1000024,62,686.2869999999999,-0.798353,-1.42464,0.79481,1.64783,3002,1,1,1,1,570.373,-1.42458,-0.798161,18,1,0,2,13,1
4032,700.048,1,620.78,1000024,62,620.518,-0.0290288,-1.57104,0.6634770000000001,1.33655,3000,1,1,1,1,727.807,-1.5711899999999999,-0.028941900000000003,24,1,0,2,14,0
4033,700.048,1,823.12,1000024,62,227.245,-1.9606,-0.949391,0.761758,1.54354,3005,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
4034,700.048,1,860.91,1000024,62,658.9960000000001,0.764088,0.633463,0.775868,1.58505,3001,1,1,1,1,775.88,0.633379,0.763826,7,1,0,2,7,7
4035,700.048,-1,878.0039999999999,-1000024,62,321.703,1.66178,3.12148,0.781891,1.60407,3001,1,1,1,-1,93.3869,3.12025,1.66173,3,1,0,2,3,12
